0.9000000000000004	-0.5893296300533294	0.0	0.013819116905461127
0.9000000000000002	-0.9000000000000002	0.0	0.01854670953101362
0.6758991604291763	-0.6818947890086712	0.0	0.01818304855981727
0.589329630053329	-0.9000000000000002	0.0	0.01527376079024651
0.6937841581024305	0.7221794273696616	0.0	0.016582940286553348
0.9000000000000002	0.9000000000000002	0.0	0.01963769244460265
0.9000000000000002	0.589329630053329	0.0	0.013091794963068431
0.589329630053331	0.9000000000000001	0.0	0.021092336329388037
0.6871830740220647	-0.42942039362872	0.0	0.011273490107086706
0.9000000000000002	-0.2923547744504526	0.0	0.014546438847853818
0.5	-0.5	0.0	0.015819252247041022
0.6969657101081116	0.3876445799798537	0.0	0.016364743703835543
0.9000000000000002	0.29235477445045255	0.0	0.018910370502209953
0.5	0.5	0.0	0.009818846222301326
0.6836792529949159	0.09923472482597129	0.0	0.018390854829072323
0.9000000000000002	-2.3245294578089215e-16	0.0	0.01891037050220996
0.3923107138266483	-0.7013359050164196	0.0	0.017819387588620925
0.4597144096173516	0.6875023040137753	0.0	0.014962051386363926
0.292354774450452	0.9000000000000001	0.0	0.020365014386995343
0.5	-0.29999999999999993	0.0	0.01381911690546112
0.3	-0.5000000000000001	0.0	0.016728404675031887
0.29999999999999993	0.5	0.0	0.017455726617424578
0.5	-0.09999999999999996	0.0	0.013091794963068433
0.5000000000000001	0.09999999999999994	0.0	0.0120008120494794
0.10000898552300573	-0.6845725445214315	0.0	0.01807914542518974
-2.3245294578089215e-16	-0.9000000000000002	0.0	0.019637692444602648
0.09999999999999994	-0.5000000000000001	0.0	0.017455726617424575
-0.1733535788632017	-0.6969593991919008	0.0	0.012728133991872087
-0.2923547744504526	-0.9000000000000002	0.0	0.013819116905461124
-0.09999999999999996	-0.5	0.0	0.014546438847853815
-0.4174703328164362	-0.6911283763392955	0.0	0.015637421761442852
-0.5893296300533294	-0.9000000000000004	0.0	0.021092336329388034
-0.29999999999999993	-0.5	0.0	0.014546438847853817
-0.10668630969886467	0.6790653003497988	0.0	0.014650341982481342
-0.2923547744504523	0.9000000000000002	0.0	0.018183048559817273
-0.09999999999999994	0.5000000000000001	0.0	0.012000812049479392
-0.6807002337862077	-0.6803399008622184	0.0	0.022546980214173413
-0.9000000000000002	-0.9000000000000002	0.0	0.02400162409895879
-0.9000000000000002	-0.5893296300533319	0.0	0.0240016240989588
-0.3902264008543796	0.6980992942694024	0.0	0.01418277787665747
-0.9000000000000002	0.9000000000000002	0.0	0.014182777876657478
-0.675539068992048	0.6848230808494363	0.0	0.016001082732639196
-0.3	0.5000000000000001	0.0	0.01163715107828305
-0.7056647616171544	-0.4012391688479755	0.0	0.02109233632938803
-0.5000000000000001	-0.3	0.0	0.015273760790246503
-0.6935814078214282	0.4176015287053222	0.0	0.019274031473406304
-0.5	0.5	0.0	0.020183183901397162
-0.696451866858304	0.1697357326540282	0.0	0.017819387588620922
-0.5000000000000001	-0.09999999999999994	0.0	0.01309179496306843
-0.5	0.29999999999999993	0.0	0.021819658271780718
-0.5000000000000001	-0.3	25.000000000000004	0.0
-0.5	-0.3059293051210753	24.871113759064436	3.620908447546994e-62
-0.5	-0.5	25.0	1.0862725342640967e-62
-0.5	0.0012474629403731452	24.824478615266376	1.4831241001152522e-59
-0.5	-0.15247293615605728	24.80153289283518	1.7797489201383028e-59
-0.5	-0.283114873984196	24.65511266611272	1.4656505734486923e-41
-0.5	0.5	24.541284403669728	1.1586907032150346e-61
-0.5	0.06434573103491703	24.492111245805432	8.735958179525774e-49
-0.5	-0.1425296649837543	24.51419726241842	2.3102461817535968e-26
-0.5	-0.3071028528123615	24.42838417652497	1.9252051514613323e-26
-0.5	-0.5	24.541284403669728	1.7099256690234745e-41
-0.5	-0.5	24.31192660550459	3.707810250288092e-60
