-4.0	-3.1091887578916704	0.9141057645898676	0.04239789494984094
-3.999999999999999	-3.999999999999999	1.3157894736842068	0.038446067615036834
-4.0	-4.0	0.0	0.03171351322202022
-4.0	-2.6666666666666665	0.0	0.048698333491235445
-4.0	3.0758370637793435	0.8833550143143354	0.029080057091580125
-4.0	2.666666666666668	0.0	0.030637654122306193
-4.0	4.0	0.0	0.028891439857069306
-3.999999999999999	3.999999999999999	1.3157894736842068	0.030020901567469834
-4.0	7.91033905045424e-16	0.0	0.04587757650254018
-4.0	-0.5689913898402228	1.1116586170553335	0.049456766153053465
-4.0	-1.3333333333333326	0.0	0.05314826056966677
-4.0	0.6666666666666679	1.1471949848797847	0.042697986519127734
-4.0	1.9773752169223693	1.0299452043621926	0.04025899895601029
-3.999999999999999	1.3333333333333344	0.0	0.04556025459299662
-4.0	-2.960349857095676	2.0112046564970676	0.044496040578396234
-3.999999999999999	-3.999999999999999	2.6315789473684137	0.040605769776242695
-4.0	-1.9189272656960084	1.2435346927680335	0.054287174041651766
-4.0	-2.8581227149680184	3.289473684210531	0.044813906207779176
-3.999999999999999	-3.999999999999999	3.947368421052621	0.04125130067279886
-3.999999999999999	3.999999999999999	2.6315789473684137	0.031981241922945644
-4.0	2.7487192587958154	2.0653144274501267	0.03566783179853047
-4.0	1.3730283122923892	2.0838067995287646	0.04163883128258367
-4.0	-1.837439504065812	2.6758917200519377	0.04813336251217091
-4.0	0.12648028973971837	2.1669050643517322	0.03589737806221462
-4.0	-0.9548346964183825	2.1123169603324725	0.04621279956800817
-4.0	2.8599075272384544	3.355731830803621	0.04011737103194739
-3.999999999999999	3.999999999999999	3.947368421052621	0.03831802182891023
-4.0	2.8581227149680113	4.605263157894724	0.047695199203885215
-3.999999999999999	3.999999999999999	5.263157894736827	0.038529833115064
-4.0	-1.7424936699304212	4.027479320740534	0.050132667473604446
-4.0	-2.8581227149680117	4.605263157894745	0.044466855761941315
-3.999999999999999	-3.999999999999999	5.263157894736827	0.04221167696190354
-4.0	0.8619532281962199	3.1579922234977635	0.04590207392184715
-4.0	1.7812792745967423	3.966579199080833	0.04295227030908169
-4.0	1.8573657331396822	2.9352509224546353	0.0376829439323986
-4.0	-0.5750990887494896	3.36346599852021	0.04713617650277182
-4.0	0.611007966395122	4.43051753599315	0.04765588904217127
-4.0	1.71624542993602	5.263157894736848	0.04565326415101991
-4.0	2.8581227149680126	5.92105263157896	0.03804420048658414
-4.0	4.0	6.578947368421037	0.028323431639326175
-4.0	2.8581227149680126	7.236842105263152	0.0351933738178062
-3.999999999999999	3.999999999999999	7.894736842105244	0.032688939326286
-3.999999999999999	-3.999999999999999	7.894736842105244	0.03324456417780023
-4.0	-4.0	6.578947368421037	0.03980313768611734
-4.0	-2.8586275888115775	7.250002914604715	0.03866250287250417
-4.0	-0.5717463669678458	4.880753105016545	0.05169614671590298
-4.0	-1.7153511999615885	5.352932535046618	0.04367372821362542
-4.0	-2.8581227149680135	5.921052631578939	0.039731340552859686
-4.0	0.5790826768682945	5.762404755957784	0.04821998753359241
-4.0	1.7162454299360317	6.578947368421084	0.044336557820704954
-4.0	-1.7149989508427785	6.699172966367439	0.041603779993208245
-4.0	-0.5716245429936047	6.184210526315825	0.049459040622414
-4.0	-0.5710584479391533	7.53404758275108	0.04063157296685655
-4.0	0.5737820992761975	7.078821845291228	0.039675588233950156
-4.0	-2.8581227149680117	8.552631578947343	0.04544566654360325
-4.0	-4.0	9.210526315789451	0.03156066764287634
-4.0	1.7162454299360226	7.894736842105275	0.04417171164299947
-4.0	4.0	9.210526315789451	0.029060313752275736
-4.0	2.8581227149680064	8.552631578947366	0.03911792463443762
-4.0	2.858122714968013	9.86842105263156	0.0379516164580864
-4.0	4.0	10.52631578947366	0.02885581755928877
-4.0	-1.7151479891718506	8.000000000000005	0.047678603778515544
-4.0	-1.7151479891718517	9.315789473684221	0.05546130185029499
-4.0	0.5728986696775165	8.394715921583607	0.041812429236295
-4.0	-0.5712599735804016	8.84736423694834	0.04769927701754656
-4.0	1.7162454299360288	9.210526315789448	0.0466923820411197
-4.0	-2.858122714968012	9.868421052631557	0.041002940778403246
-4.0	-4.0	10.52631578947366	0.03146795628742483
-4.0	2.8581227149680193	11.184210526315754	0.0332033895214949
-3.999999999999999	3.999999999999999	11.842105263157865	0.0284811218541539
-4.0	1.716245429936035	10.52631578947365	0.04439853830726161
-4.0	0.5727514314110698	9.710522829035872	0.04548147660745913
-4.0	-1.7151479891718528	10.631578947368435	0.04731334586649135
-4.0	-0.5712894212336918	10.163157197386163	0.041195986714544754
-3.999999999999999	-3.999999999999999	11.842105263157865	0.03583288350272525
-4.0	-2.8581227149680126	12.499999999999966	0.03882822510048251
-4.0	-4.0	13.15789473684207	0.032106569207996705
-4.0	-2.8581227149680184	11.184210526315754	0.04039519939313189
-4.0	-0.5712943291759078	11.478947252195937	0.03893831553229362
-4.0	0.5727268916999932	11.026315208348091	0.03858476302070744
-4.0	1.7162454299360288	11.842105263157855	0.03699289379829026
-4.0	2.8581227149680126	12.499999999999966	0.03337767064669433
-4.0	4.0	13.15789473684207	0.02337692141007808
-4.0	-1.715147989171854	11.947368421052639	0.04652726395062071
-4.0	-0.5712951471662768	12.794736822734421	0.03874882822483744
-4.0	-2.8581227149680117	13.815789473684179	0.03752458551069223
-3.999999999999999	-3.999999999999999	14.47368421052628	0.03525900667099006
-4.0	-1.715147989171851	13.263157894736823	0.0437095913898505
-4.0	0.5727228017481458	12.342105166303629	0.03528101926167464
